text,label,category,seed_id
please send me the lecture notes when you get a chance god bless,0,Non-Abusive,CLN-000
quick question i will be a bit late for the group meeting,0,Non-Abusive,CLN-004
i will deal with you until you learn your lesson permanently and nobody can save you,1,Physical Violence / Life Threat,VIO-019
you better understand pay me 2000 cedis by tomorrow or everyone sees your pictures and i mean it,1,Blackmail / Non-Consensual Extortion,BLK-001
the bus to campus leaves at seven thirty,0,Non-Abusive,CLN-014
quick question we are debating whether the death penalty should be abolished have a good day,0,Non-Abusive,HRD-031
let us meet at the department after the quiz ok,0,Non-Abusive,CLN-008
please could you please review my code before i submit,0,Non-Abusive,CLN-016
for the last time prepare your funeral because i am coming stupid,1,Physical Violence / Life Threat,VIO-021
hi could you please review my code before i submit talk soon,0,Non-Abusive,CLN-016
i reported the theft to the police this morning,0,Non-Abusive,HRD-016
hey could you please review my code before i submit thanks,0,Non-Abusive,CLN-016
listen to me i will tag your pastor in the photos if you ignore me and nobody can save you,1,Blackmail / Non-Consensual Extortion,BLK-012
good morning i have submitted my project proposal today thanks,0,Non-Abusive,CLN-009
am warning you one more word and i will finish you completely idiot,1,Physical Violence / Life Threat,VIO-014
please the news said a man was killed in an accident on the highway please,0,Non-Abusive,HRD-018
our lecturer discussed cyberbullying and harassment in class today thanks,0,Non-Abusive,HRD-020
look here i swear i will beat you until you cannot walk again stupid,1,Physical Violence / Life Threat,VIO-002
look here i saved everything and i will share it with your employer so watch yourself,1,Blackmail / Non-Consensual Extortion,BLK-007
please the bus to campus leaves at seven thirty have a good day,0,Non-Abusive,CLN-014
stupid girl you are worthless and your existence is a mistake foolish girl,1,Severe Harassment / Defamation / Hate Speech,HAR-019
hi i have submitted my project proposal today let me know,0,Non-Abusive,CLN-009
by the way could you please review my code before i submit let me know,0,Non-Abusive,CLN-016
idiot everyone knows you are a liar and a fraud and i mean it,1,Severe Harassment / Defamation / Hate Speech,HAR-007
by the way i am frustrated because my code keeps crashing,0,Non-Abusive,HRD-007
stupid girl you are a dead person walking you hear me,1,Physical Violence / Life Threat,VIO-017
listen to me you are a shameless slut who sleeps with everyone foolish girl,1,Severe Harassment / Defamation / Hate Speech,HAR-004
i do not like him but i would never wish him harm god bless,0,Non-Abusive,HRD-030
just checking in i am writing my project on detecting abusive messages online cheers,0,Non-Abusive,HRD-022
hi i think we should stop talking to each other for a while please,0,Non-Abusive,HRD-003
hey let us meet at the department after the quiz,0,Non-Abusive,CLN-008
the news said a man was killed in an accident on the highway thanks,0,Non-Abusive,HRD-018
look here i took pictures of you today without you knowing idiot,1,Cyberstalking / Intimidation,STK-017
could you please review my code before i submit have a good day,0,Non-Abusive,CLN-016
the team lost badly and everyone was upset talk soon,0,Non-Abusive,HRD-034
idiot if you block me i will send your photos to your father foolish girl,1,Blackmail / Non-Consensual Extortion,BLK-003
hello i am upset that my laptop was stolen last night please,0,Non-Abusive,HRD-011
i will be a bit late for the group meeting let me know,0,Non-Abusive,CLN-004
quick question the results will be published next month please,0,Non-Abusive,CLN-029
idiot i will kill you tonight,1,Physical Violence / Life Threat,VIO-000
look here watch your back because i am coming for you,1,Physical Violence / Life Threat,VIO-011
i finished reading chapter two of the textbook ok,0,Non-Abusive,CLN-019
i know where you live and i am watching you,1,Cyberstalking / Intimidation,STK-000
good morning i am tired of always being the one who apologises please,0,Non-Abusive,HRD-014
you better understand i will stab you in front of everyone stupid,1,Physical Violence / Life Threat,VIO-024
i reported the theft to the police this morning talk soon,0,Non-Abusive,HRD-016
hey you disgust me you worthless piece of trash,1,Severe Harassment / Defamation / Hate Speech,HAR-008
i am telling you shut up you brainless fool nobody asked you,1,Severe Harassment / Defamation / Hate Speech,HAR-018
i will tag your pastor in the photos if you ignore me and i mean it,1,Blackmail / Non-Consensual Extortion,BLK-012
you should just kill yourself and save everyone the trouble and i mean it,1,Severe Harassment / Defamation / Hate Speech,HAR-003
i am telling you you are a disgrace to your family and your tribe you hear me,1,Severe Harassment / Defamation / Hate Speech,HAR-012
hey i will be a bit late for the group meeting let me know,0,Non-Abusive,CLN-004
am warning you i will tell everyone what a cheap girl you are you hear me,1,Severe Harassment / Defamation / Hate Speech,HAR-011
hey i have submitted my project proposal today talk soon,0,Non-Abusive,CLN-009
the counsellor gave a talk about domestic violence awareness let me know,0,Non-Abusive,HRD-023
am warning you i will tag your pastor in the photos if you ignore me,1,Blackmail / Non-Consensual Extortion,BLK-012
i am telling you pay me 2000 cedis by tomorrow or everyone sees your pictures you will see,1,Blackmail / Non-Consensual Extortion,BLK-001
i am studying criminal law including offences against the person please,0,Non-Abusive,HRD-019
i am telling you i have your new number even after you changed it and i mean it,1,Cyberstalking / Intimidation,STK-006
i need to buy a new laptop charger please,0,Non-Abusive,CLN-027
just checking in my sister is annoying me but i still love her please,0,Non-Abusive,HRD-032
just checking in you hurt my feelings when you said that in front of everyone thanks,0,Non-Abusive,HRD-006
hello i reported the theft to the police this morning cheers,0,Non-Abusive,HRD-016
listen to me transfer the money now or i publish everything tonight stupid,1,Blackmail / Non-Consensual Extortion,BLK-018
i swear to god i will expose your private pictures to the whole campus and i mean it,1,Blackmail / Non-Consensual Extortion,BLK-005
we are debating whether the death penalty should be abolished cheers,0,Non-Abusive,HRD-031
idiot you are worthless and your existence is a mistake idiot,1,Severe Harassment / Defamation / Hate Speech,HAR-019
hi i am writing my project on detecting abusive messages online,0,Non-Abusive,HRD-022
you better understand i will pour acid on your face and i mean it,1,Physical Violence / Life Threat,VIO-018
look here you will pay me every month or i keep posting stupid,1,Blackmail / Non-Consensual Extortion,BLK-013
nobody respects you because you are a common prostitute so watch yourself,1,Severe Harassment / Defamation / Hate Speech,HAR-014
you better understand i will tag your pastor in the photos if you ignore me,1,Blackmail / Non-Consensual Extortion,BLK-012
for the last time prepare your funeral because i am coming foolish girl,1,Physical Violence / Life Threat,VIO-021
i will burn your house down with you inside you hear me,1,Physical Violence / Life Threat,VIO-007
please i am tired of always being the one who apologises thanks,0,Non-Abusive,HRD-014
good morning the bus to campus leaves at seven thirty let me know,0,Non-Abusive,CLN-014
i swear to god i will find you no matter how many times you block me idiot,1,Cyberstalking / Intimidation,STK-007
stupid girl i will destroy you and everyone in your family so watch yourself,1,Physical Violence / Life Threat,VIO-022
you better understand cooperate with me or i will ruin your reputation forever and i mean it,1,Blackmail / Non-Consensual Extortion,BLK-006
please let me know when you are free to discuss the report let me know,0,Non-Abusive,CLN-018
we had a serious argument and i said things i regret god bless,0,Non-Abusive,HRD-013
quick question i am tired of always being the one who apologises thanks,0,Non-Abusive,HRD-014
for the last time i will find you no matter how many times you block me,1,Cyberstalking / Intimidation,STK-007
that was a terrible decision and i disagree completely talk soon,0,Non-Abusive,HRD-008
just checking in i am travelling to kumasi this weekend for a wedding,0,Non-Abusive,CLN-015
listen to me i am coming to your hostel with a knife you will see,1,Physical Violence / Life Threat,VIO-005
hey i am frustrated because my code keeps crashing,0,Non-Abusive,HRD-007
stupid girl i have been watching your hostel window every night you hear me,1,Cyberstalking / Intimidation,STK-012
am warning you you are a stupid idiot who cannot do anything right and nobody can save you,1,Severe Harassment / Defamation / Hate Speech,HAR-010
hey you are a shameless disgusting creature stupid,1,Severe Harassment / Defamation / Hate Speech,HAR-021
for the last time cooperate with me or i will ruin your reputation forever so watch yourself,1,Blackmail / Non-Consensual Extortion,BLK-006
i am really angry about how the meeting went today talk soon,0,Non-Abusive,HRD-000
i have submitted my project proposal today,0,Non-Abusive,CLN-009
transfer the money now or i publish everything tonight you hear me,1,Blackmail / Non-Consensual Extortion,BLK-018
please stop calling me i need some space thanks,0,Non-Abusive,HRD-010
the horror movie had a scene where someone gets stabbed god bless,0,Non-Abusive,HRD-024
you better understand everyone in the hall thinks you are a joke idiot,1,Severe Harassment / Defamation / Hate Speech,HAR-020
hey i am upset that my laptop was stolen last night have a good day,0,Non-Abusive,HRD-011
happy birthday i hope you have a wonderful day ok,0,Non-Abusive,CLN-002
i am telling you i am tracking everywhere you go so watch yourself,1,Cyberstalking / Intimidation,STK-009
the assignment deadline was moved to next friday have a good day,0,Non-Abusive,CLN-003
please i am studying criminal law including offences against the person cheers,0,Non-Abusive,HRD-019
for the last time you are a disgrace to your family and your tribe,1,Severe Harassment / Defamation / Hate Speech,HAR-012
by the way the football match starts at eight tonight cheers,0,Non-Abusive,CLN-022
everyone knows you are a liar and a fraud and that is final,1,Severe Harassment / Defamation / Hate Speech,HAR-007
hi the printer in the office is out of toner,0,Non-Abusive,CLN-026
by the way happy birthday i hope you have a wonderful day,0,Non-Abusive,CLN-002
just checking in i am upset that my laptop was stolen last night let me know,0,Non-Abusive,HRD-011
i swear to god nobody respects you because you are a common prostitute,1,Severe Harassment / Defamation / Hate Speech,HAR-014
just checking in i am tired of always being the one who apologises god bless,0,Non-Abusive,HRD-014
stupid girl you will regret being born when i get my hands on you and that is final,1,Physical Violence / Life Threat,VIO-012
idiot everyone in the hall thinks you are a joke so watch yourself,1,Severe Harassment / Defamation / Hate Speech,HAR-020
hey nobody respects you because you are a common prostitute so watch yourself,1,Severe Harassment / Defamation / Hate Speech,HAR-014
stupid girl you should just kill yourself and save everyone the trouble idiot,1,Severe Harassment / Defamation / Hate Speech,HAR-003
for the last time i am uploading your videos to telegram if you do not answer,1,Blackmail / Non-Consensual Extortion,BLK-014
one more word and i will finish you completely,1,Physical Violence / Life Threat,VIO-014
i will post your private chats on facebook for everyone to read foolish girl,1,Blackmail / Non-Consensual Extortion,BLK-009
by the way i need to buy a new laptop charger ok,0,Non-Abusive,CLN-027
listen to me you cannot hide from me anywhere in this country,1,Cyberstalking / Intimidation,STK-003
hey one more word and i will finish you completely and nobody can save you,1,Physical Violence / Life Threat,VIO-014
hello we should start revising for the mid semester exams please,0,Non-Abusive,CLN-020
hello she was crying because she failed her exam talk soon,0,Non-Abusive,HRD-017
please report any suspicious person watching the hostel god bless,0,Non-Abusive,HRD-028
i know your mother works at the market on fridays you hear me,1,Cyberstalking / Intimidation,STK-008
listen to me i will pour acid on your face and that is final,1,Physical Violence / Life Threat,VIO-018
for the last time you are a dirty liar and a thief you will see,1,Severe Harassment / Defamation / Hate Speech,HAR-017
you better understand i will expose your private pictures to the whole campus you will see,1,Blackmail / Non-Consensual Extortion,BLK-005
hi i am frustrated because my code keeps crashing have a good day,0,Non-Abusive,HRD-007
please i finished reading chapter two of the textbook please,0,Non-Abusive,CLN-019
are we still meeting at the library at four talk soon,0,Non-Abusive,CLN-001
by the way congratulations on passing your defence let me know,0,Non-Abusive,CLN-013
quick question i reported the theft to the police this morning cheers,0,Non-Abusive,HRD-016
hello could you please review my code before i submit have a good day,0,Non-Abusive,CLN-016
by the way i deleted the game because it was too aggressive thanks,0,Non-Abusive,HRD-025
by the way the printer in the office is out of toner thanks,0,Non-Abusive,CLN-026
just checking in i am travelling to kumasi this weekend for a wedding let me know,0,Non-Abusive,CLN-015
listen to me you are going to die and nobody will find your body,1,Physical Violence / Life Threat,VIO-001
you are a dirty liar and a thief and nobody can save you,1,Severe Harassment / Defamation / Hate Speech,HAR-017
hi my sister is annoying me but i still love her let me know,0,Non-Abusive,HRD-032
hey let me know when you are free to discuss the report,0,Non-Abusive,CLN-018
i am telling you everyone in the hall thinks you are a joke and i mean it,1,Severe Harassment / Defamation / Hate Speech,HAR-020
just checking in the team lost badly and everyone was upset ok,0,Non-Abusive,HRD-034
go and die somewhere nobody wants you here and that is final,1,Severe Harassment / Defamation / Hate Speech,HAR-009
if you block me i will send your photos to your father and that is final,1,Blackmail / Non-Consensual Extortion,BLK-003
good morning did you understand what the lecturer said about pointers ok,0,Non-Abusive,CLN-006
hey i need to buy a new laptop charger cheers,0,Non-Abusive,CLN-027
you are going to die and nobody will find your body foolish girl,1,Physical Violence / Life Threat,VIO-001
i swear to god i will break your neck if you report me so watch yourself,1,Physical Violence / Life Threat,VIO-020
i will share your private moments with your classmates foolish girl,1,Blackmail / Non-Consensual Extortion,BLK-017
i am travelling to kumasi this weekend for a wedding ok,0,Non-Abusive,CLN-015
i will destroy you and everyone in your family and nobody can save you,1,Physical Violence / Life Threat,VIO-022
look here everyone knows you are a liar and a fraud foolish girl,1,Severe Harassment / Defamation / Hate Speech,HAR-007
hello i will pay the hostel fees on monday ok,0,Non-Abusive,CLN-023
stupid girl you are a disgrace to your family and your tribe and nobody can save you,1,Severe Harassment / Defamation / Hate Speech,HAR-012
listen to me you are stupid and everyone in class laughs at you stupid,1,Severe Harassment / Defamation / Hate Speech,HAR-002
you better understand you changed your route today but i still saw you stupid,1,Cyberstalking / Intimidation,STK-010
hey you are a dead person walking,1,Physical Violence / Life Threat,VIO-017
i swear to god i will stab you in front of everyone and i mean it,1,Physical Violence / Life Threat,VIO-024
good morning hope you slept well have a good day,0,Non-Abusive,CLN-024
i am telling you i will smash your face until your own mother cannot recognise you you will see,1,Physical Violence / Life Threat,VIO-010
good morning the bus to campus leaves at seven thirty cheers,0,Non-Abusive,CLN-014
hey i will make sure you end up in the grave stupid,1,Physical Violence / Life Threat,VIO-013
i swear to god shut up you brainless fool nobody asked you stupid,1,Severe Harassment / Defamation / Hate Speech,HAR-018
please i am travelling to kumasi this weekend for a wedding,0,Non-Abusive,CLN-015
i am tired of always being the one who apologises please,0,Non-Abusive,HRD-014
hey she was crying because she failed her exam let me know,0,Non-Abusive,HRD-017
stupid girl i will tag your pastor in the photos if you ignore me stupid,1,Blackmail / Non-Consensual Extortion,BLK-012
listen to me i will deal with you until you learn your lesson permanently and nobody can save you,1,Physical Violence / Life Threat,VIO-019
for the last time i know which trotro you take every morning foolish girl,1,Cyberstalking / Intimidation,STK-013
for the last time i am outside your gate right now,1,Cyberstalking / Intimidation,STK-004
i am counting the hours until i see you in person stupid,1,Cyberstalking / Intimidation,STK-016
stupid girl i have screenshots of everything and i will use them against you you hear me,1,Blackmail / Non-Consensual Extortion,BLK-019
please the horror movie had a scene where someone gets stabbed,0,Non-Abusive,HRD-024
i am telling you i will smash your face until your own mother cannot recognise you so watch yourself,1,Physical Violence / Life Threat,VIO-010
listen to me when i catch you i will break your legs,1,Physical Violence / Life Threat,VIO-003
i will burn your house down with you inside so watch yourself,1,Physical Violence / Life Threat,VIO-007
listen to me i will spread the rumour until nobody talks to you again idiot,1,Severe Harassment / Defamation / Hate Speech,HAR-016
hello congratulations on passing your defence ok,0,Non-Abusive,CLN-013
hey i finished reading chapter two of the textbook talk soon,0,Non-Abusive,CLN-019
i will slit your throat you useless thing,1,Physical Violence / Life Threat,VIO-004
by the way the film was violent and disturbing and i did not enjoy it talk soon,0,Non-Abusive,HRD-012
everyone in the hall thinks you are a joke you will see,1,Severe Harassment / Defamation / Hate Speech,HAR-020
i will stab you in front of everyone and that is final,1,Physical Violence / Life Threat,VIO-024
quick question the wifi in the lab is very slow today thanks,0,Non-Abusive,CLN-017
send me money or i will leak your nudes and nobody can save you,1,Blackmail / Non-Consensual Extortion,BLK-000
am warning you i will share your private moments with your classmates stupid,1,Blackmail / Non-Consensual Extortion,BLK-017
hello good morning hope you slept well,0,Non-Abusive,CLN-024
by the way the wifi in the lab is very slow today talk soon,0,Non-Abusive,CLN-017
hi the printer in the office is out of toner have a good day,0,Non-Abusive,CLN-026
idiot you should just kill yourself and save everyone the trouble so watch yourself,1,Severe Harassment / Defamation / Hate Speech,HAR-003
hello he shouted at the referee during the match cheers,0,Non-Abusive,HRD-026
hey i will never leave you alone until you talk to me and nobody can save you,1,Cyberstalking / Intimidation,STK-011
quick question thank you so much for your help yesterday talk soon,0,Non-Abusive,CLN-005
for the last time you changed your route today but i still saw you and that is final,1,Cyberstalking / Intimidation,STK-010
by the way the horror movie had a scene where someone gets stabbed god bless,0,Non-Abusive,HRD-024
please the exam timetable has been released on the portal please,0,Non-Abusive,CLN-010
i swear to god i will destroy you and everyone in your family you will see,1,Physical Violence / Life Threat,VIO-022
hey send me money or i will leak your nudes and that is final,1,Blackmail / Non-Consensual Extortion,BLK-000
am warning you i am tracking everywhere you go stupid,1,Cyberstalking / Intimidation,STK-009
i am telling you you will regret being born when i get my hands on you and nobody can save you,1,Physical Violence / Life Threat,VIO-012
good morning i am writing my project on detecting abusive messages online please,0,Non-Abusive,HRD-022
just checking in i deleted the game because it was too aggressive,0,Non-Abusive,HRD-025
see you at church on sunday let me know,0,Non-Abusive,CLN-025
hi the results will be published next month thanks,0,Non-Abusive,CLN-029
hello i am upset that my laptop was stolen last night talk soon,0,Non-Abusive,HRD-011
just checking in the bus to campus leaves at seven thirty thanks,0,Non-Abusive,CLN-014
please the results will be published next month,0,Non-Abusive,CLN-029
hey i am really angry about how the meeting went today please,0,Non-Abusive,HRD-000
by the way i really enjoyed the seminar this morning have a good day,0,Non-Abusive,CLN-012
quick question the film was violent and disturbing and i did not enjoy it cheers,0,Non-Abusive,HRD-012
listen to me keep talking and i will bury you myself stupid,1,Physical Violence / Life Threat,VIO-009
you can run but i will always know where you are and that is final,1,Cyberstalking / Intimidation,STK-014
listen to me i will expose your private pictures to the whole campus you hear me,1,Blackmail / Non-Consensual Extortion,BLK-005
i am telling you i know which trotro you take every morning foolish girl,1,Cyberstalking / Intimidation,STK-013
just checking in i have submitted my project proposal today talk soon,0,Non-Abusive,CLN-009
i swear to god i have been watching your hostel window every night and nobody can save you,1,Cyberstalking / Intimidation,STK-012
idiot go and die somewhere nobody wants you here idiot,1,Severe Harassment / Defamation / Hate Speech,HAR-009
just checking in i do not want to be in this relationship anymore,0,Non-Abusive,HRD-005
good morning this is the worst service i have ever received god bless,0,Non-Abusive,HRD-004
hey my supervisor approved my chapter three thanks,0,Non-Abusive,CLN-028
you better understand go and die somewhere nobody wants you here you will see,1,Severe Harassment / Defamation / Hate Speech,HAR-009
for the last time i will destroy you and everyone in your family,1,Physical Violence / Life Threat,VIO-022
listen to me meet me tonight or the pictures go public,1,Blackmail / Non-Consensual Extortion,BLK-011
did you understand what the lecturer said about pointers please,0,Non-Abusive,CLN-006
i will never leave you alone until you talk to me stupid,1,Cyberstalking / Intimidation,STK-011
quick question i am travelling to kumasi this weekend for a wedding,0,Non-Abusive,CLN-015
hey the article explains how victims of blackmail can get help cheers,0,Non-Abusive,HRD-021
please please stop calling me i need some space let me know,0,Non-Abusive,HRD-010
cooperate with me or i will ruin your reputation forever idiot,1,Blackmail / Non-Consensual Extortion,BLK-006
hello i finished reading chapter two of the textbook let me know,0,Non-Abusive,CLN-019
good morning the wifi in the lab is very slow today have a good day,0,Non-Abusive,CLN-017
you better understand you will regret being born when i get my hands on you and nobody can save you,1,Physical Violence / Life Threat,VIO-012
good morning the team lost badly and everyone was upset,0,Non-Abusive,HRD-034
i will show up wherever you are until you respond you will see,1,Cyberstalking / Intimidation,STK-019
deny me again and your whole family sees the video,1,Blackmail / Non-Consensual Extortion,BLK-020
just checking in congratulations on passing your defence let me know,0,Non-Abusive,CLN-013
good morning i do not like him but i would never wish him harm god bless,0,Non-Abusive,HRD-030
can you send me the link to the recording talk soon,0,Non-Abusive,CLN-007
for the last time i will post your private chats on facebook for everyone to read,1,Blackmail / Non-Consensual Extortion,BLK-009
for the last time prepare your funeral because i am coming idiot,1,Physical Violence / Life Threat,VIO-021
i swear to god i saved everything and i will share it with your employer you will see,1,Blackmail / Non-Consensual Extortion,BLK-007
hey pay me 2000 cedis by tomorrow or everyone sees your pictures stupid,1,Blackmail / Non-Consensual Extortion,BLK-001
hello the football match starts at eight tonight talk soon,0,Non-Abusive,CLN-022
thank you so much for your help yesterday talk soon,0,Non-Abusive,CLN-005
hey cooperate with me or i will ruin your reputation forever and i mean it,1,Blackmail / Non-Consensual Extortion,BLK-006
prepare your funeral because i am coming idiot,1,Physical Violence / Life Threat,VIO-021
look here i will pour acid on your face and i mean it,1,Physical Violence / Life Threat,VIO-018
the assignment deadline was moved to next friday talk soon,0,Non-Abusive,CLN-003
hi please stop calling me i need some space let me know,0,Non-Abusive,HRD-010
please this is the worst service i have ever received,0,Non-Abusive,HRD-004
hello i am upset that my laptop was stolen last night,0,Non-Abusive,HRD-011
you should just kill yourself and save everyone the trouble,1,Severe Harassment / Defamation / Hate Speech,HAR-003
can you send me the link to the recording please,0,Non-Abusive,CLN-007
quick question the printer in the office is out of toner ok,0,Non-Abusive,CLN-026
please the team lost badly and everyone was upset thanks,0,Non-Abusive,HRD-034
look here you are a dirty liar and a thief idiot,1,Severe Harassment / Defamation / Hate Speech,HAR-017
hey thank you so much for your help yesterday cheers,0,Non-Abusive,CLN-005
am warning you your days on this earth are numbered you will see,1,Physical Violence / Life Threat,VIO-023
i deleted the game because it was too aggressive let me know,0,Non-Abusive,HRD-025
hey you will not see the end of this week alive and that is final,1,Physical Violence / Life Threat,VIO-006
listen to me send more pictures or i release the ones i already have and i mean it,1,Blackmail / Non-Consensual Extortion,BLK-010
quick question the team lost badly and everyone was upset please,0,Non-Abusive,HRD-034
by the way the team lost badly and everyone was upset,0,Non-Abusive,HRD-034
you better understand i will deal with you until you learn your lesson permanently and that is final,1,Physical Violence / Life Threat,VIO-019
hey you are going to die and nobody will find your body,1,Physical Violence / Life Threat,VIO-001
hey you will pay me every month or i keep posting,1,Blackmail / Non-Consensual Extortion,BLK-013
just checking in the news said a man was killed in an accident on the highway,0,Non-Abusive,HRD-018
hey the results will be published next month have a good day,0,Non-Abusive,CLN-029
please see you at church on sunday have a good day,0,Non-Abusive,CLN-025
you better understand you are trash and you will always be trash,1,Severe Harassment / Defamation / Hate Speech,HAR-015
hey pay me 2000 cedis by tomorrow or everyone sees your pictures and nobody can save you,1,Blackmail / Non-Consensual Extortion,BLK-001
cooperate with me or i will ruin your reputation forever,1,Blackmail / Non-Consensual Extortion,BLK-006
hey this is the worst service i have ever received talk soon,0,Non-Abusive,HRD-004
listen to me you are a shameless disgusting creature,1,Severe Harassment / Defamation / Hate Speech,HAR-021
hey you are a stupid idiot who cannot do anything right you hear me,1,Severe Harassment / Defamation / Hate Speech,HAR-010
hey the seminar covered how to preserve digital evidence of threats god bless,0,Non-Abusive,HRD-029
good morning could you please review my code before i submit,0,Non-Abusive,CLN-016
i swear to god you are a disgrace to your family and your tribe and nobody can save you,1,Severe Harassment / Defamation / Hate Speech,HAR-012
by the way can you send me the link to the recording,0,Non-Abusive,CLN-007
by the way i am travelling to kumasi this weekend for a wedding please,0,Non-Abusive,CLN-015
by the way let us meet at the department after the quiz god bless,0,Non-Abusive,CLN-008
hi happy birthday i hope you have a wonderful day have a good day,0,Non-Abusive,CLN-002
i will stab you in front of everyone,1,Physical Violence / Life Threat,VIO-024
please the wifi in the lab is very slow today,0,Non-Abusive,CLN-017
hi i will pay the hostel fees on monday ok,0,Non-Abusive,CLN-023
hello can you send me the link to the recording thanks,0,Non-Abusive,CLN-007
are we still meeting at the library at four let me know,0,Non-Abusive,CLN-001
please i am tired of always being the one who apologises please,0,Non-Abusive,HRD-014
hey can you send me the link to the recording thanks,0,Non-Abusive,CLN-007
good morning i am really angry about how the meeting went today please,0,Non-Abusive,HRD-000
by the way the article explains how victims of blackmail can get help god bless,0,Non-Abusive,HRD-021
you better understand send me money or i will leak your nudes,1,Blackmail / Non-Consensual Extortion,BLK-000
i am telling you i will smash your face until your own mother cannot recognise you stupid,1,Physical Violence / Life Threat,VIO-010
you are a shameless slut who sleeps with everyone you hear me,1,Severe Harassment / Defamation / Hate Speech,HAR-004
look here i will make sure you end up in the grave and nobody can save you,1,Physical Violence / Life Threat,VIO-013
idiot everyone in the hall thinks you are a joke foolish girl,1,Severe Harassment / Defamation / Hate Speech,HAR-020
stupid girl i will never leave you alone until you talk to me,1,Cyberstalking / Intimidation,STK-011
hey i will slit your throat you useless thing and nobody can save you,1,Physical Violence / Life Threat,VIO-004
you better understand you cannot hide from me anywhere in this country you will see,1,Cyberstalking / Intimidation,STK-003
hello the film was violent and disturbing and i did not enjoy it god bless,0,Non-Abusive,HRD-012
the wifi in the lab is very slow today thanks,0,Non-Abusive,CLN-017
just checking in please confirm whether you received my email god bless,0,Non-Abusive,CLN-021
i am telling you i will destroy your marriage with these pictures so watch yourself,1,Blackmail / Non-Consensual Extortion,BLK-021
listen to me you should just kill yourself and save everyone the trouble stupid,1,Severe Harassment / Defamation / Hate Speech,HAR-003
i will destroy your marriage with these pictures and nobody can save you,1,Blackmail / Non-Consensual Extortion,BLK-021
hey i will post your private chats on facebook for everyone to read and that is final,1,Blackmail / Non-Consensual Extortion,BLK-009
i know where you live and i am watching you and that is final,1,Cyberstalking / Intimidation,STK-000
please the football match starts at eight tonight ok,0,Non-Abusive,CLN-022
for the last time prepare your funeral because i am coming and that is final,1,Physical Violence / Life Threat,VIO-021
please confirm whether you received my email god bless,0,Non-Abusive,CLN-021
hey i will be a bit late for the group meeting have a good day,0,Non-Abusive,CLN-004
i will share your private moments with your classmates and that is final,1,Blackmail / Non-Consensual Extortion,BLK-017
just checking in the counsellor gave a talk about domestic violence awareness have a good day,0,Non-Abusive,HRD-023
idiot keep talking and i will bury you myself so watch yourself,1,Physical Violence / Life Threat,VIO-009
i swear to god i have been watching your hostel window every night,1,Cyberstalking / Intimidation,STK-012
for the last time i will destroy you and everyone in your family and nobody can save you,1,Physical Violence / Life Threat,VIO-022
am warning you you deserve to die alone you filthy animal and i mean it,1,Severe Harassment / Defamation / Hate Speech,HAR-006
hi the horror movie had a scene where someone gets stabbed god bless,0,Non-Abusive,HRD-024
you better understand you are trash and you will always be trash so watch yourself,1,Severe Harassment / Defamation / Hate Speech,HAR-015
hey our lecturer discussed cyberbullying and harassment in class today,0,Non-Abusive,HRD-020
good morning that was a terrible decision and i disagree completely let me know,0,Non-Abusive,HRD-008
hi the exam timetable has been released on the portal,0,Non-Abusive,CLN-010
i will expose your private pictures to the whole campus so watch yourself,1,Blackmail / Non-Consensual Extortion,BLK-005
i will pay the hostel fees on monday talk soon,0,Non-Abusive,CLN-023
i am telling you i will kill you tonight so watch yourself,1,Physical Violence / Life Threat,VIO-000
please she was crying because she failed her exam,0,Non-Abusive,HRD-017
idiot i will destroy your marriage with these pictures so watch yourself,1,Blackmail / Non-Consensual Extortion,BLK-021
stupid girl i will break your neck if you report me,1,Physical Violence / Life Threat,VIO-020
deny me again and your whole family sees the video idiot,1,Blackmail / Non-Consensual Extortion,BLK-020
you will not see the end of this week alive and i mean it,1,Physical Violence / Life Threat,VIO-006
you better understand you are worthless and your existence is a mistake and nobody can save you,1,Severe Harassment / Defamation / Hate Speech,HAR-019
listen to me you will not see the end of this week alive,1,Physical Violence / Life Threat,VIO-006
am warning you i saw you at the junction today wearing the blue dress so watch yourself,1,Cyberstalking / Intimidation,STK-001
you better understand deny me again and your whole family sees the video and i mean it,1,Blackmail / Non-Consensual Extortion,BLK-020
stupid girl nobody will ever love a disgusting pig like you you will see,1,Severe Harassment / Defamation / Hate Speech,HAR-001
just checking in the printer in the office is out of toner please,0,Non-Abusive,CLN-026
just checking in please confirm whether you received my email let me know,0,Non-Abusive,CLN-021
by the way our lecturer discussed cyberbullying and harassment in class today have a good day,0,Non-Abusive,HRD-020
hi i really enjoyed the seminar this morning let me know,0,Non-Abusive,CLN-012
quick question can you send me the link to the recording have a good day,0,Non-Abusive,CLN-007
for the last time i will never leave you alone until you talk to me idiot,1,Cyberstalking / Intimidation,STK-011
idiot you deserve to die alone you filthy animal,1,Severe Harassment / Defamation / Hate Speech,HAR-006
idiot transfer the money now or i publish everything tonight and i mean it,1,Blackmail / Non-Consensual Extortion,BLK-018
transfer the money now or i publish everything tonight,1,Blackmail / Non-Consensual Extortion,BLK-018
good morning hope you slept well,0,Non-Abusive,CLN-024
i swear to god i know your mother works at the market on fridays you hear me,1,Cyberstalking / Intimidation,STK-008
your scholarship will be gone when they see what i have and i mean it,1,Blackmail / Non-Consensual Extortion,BLK-015
for the last time i will smash your face until your own mother cannot recognise you,1,Physical Violence / Life Threat,VIO-010
